neutral_id,repo,issue_url,buggy_sha,fixed_sha,mechanism_sentence,crit_real_defect,crit_dual_arm_repro,crit_in_scope,decision,exclusion_reason,analysis_id
EXT-pocketfft-03,mreineck/pocketfft,https://github.com/mreineck/pocketfft/issues/4,,,reports an unresolved multi-axis transform discrepancy.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-numpy-03,numpy/numpy,https://github.com/numpy/numpy/issues/25679,57684c06258ad61891df4aee1b617ee1764307ab,5112fa07aab50daa2a615ac4c8f055f626a66d17,returns the correct inverse real transform when the requested length differs from the input-derived length.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-openblas-01,OpenMathLib/OpenBLAS,https://github.com/OpenMathLib/OpenBLAS/issues/5811,fda55ad25909c6c34eca104c6fc2e9b4acd20ad9,70a5a5374743ec985ccd38fe81a442951ba76e07,corrects contiguous-memory detection in the RISC-V matrix-multiplication kernels.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-blis-01,flame/blis,https://github.com/flame/blis/issues/380,c01d249d7c546fe2e3cee3fe071cd4c4c88b9115,e186d7141a51f2d7196c580e24e7b7db8f209db9,returns the first maximum-magnitude or not-a-number index in the vector reduction.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-blis-02,flame/blis,https://github.com/flame/blis/issues/828,3c71737e426f8d567f1324b82609b4a61db670f8,a014a08189d05f45752f7ac23d8d42a24536fb93,prevents spurious non-finite propagation in mixed-domain scalar operations.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-cupy-01,cupy/cupy,https://github.com/cupy/cupy/issues/1602,66a51ddda52d8802fd6aa055388455c31e92d822,265d52e25a3a3512dc846361938665e80b805a3e,returns correct complex-valued solutions from the linear solver.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-cupy-02,cupy/cupy,https://github.com/cupy/cupy/issues/6446,,,reports unresolved incorrect sparse eigensolver results.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-cupy-03,cupy/cupy,https://github.com/cupy/cupy/issues/2071,87915f72cfecba80e1f8431f0b367195bcaabde0,10b8178aad0f166a5abd82774899f195f52081da,returns correct complex-valued matrix inverses.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-petsc-01,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/1618,9a09e8def163a44622f84940b489fcfb2a000881,b07ab1d94b3b556e52636876d50f19ae1cf0398a,corrects Schur-complement construction for transpose and conjugate-transpose matrices.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-petsc-02,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/1869,,,reports an unresolved iteration-limit result in the Krylov solver.,FAIL,PENDING,FAIL,EXCLUDED,no identifiable merged public fix commit; the reported output is a solver status rather than a float or few-float numerical result,
EXT-petsc-03,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/1862,,,reports unresolved breakdown divisions in the pipelined solver.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-petsc-04,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/1897,8fa7d9492f7b163cdbeae94c89978ed2a64596be,96d4db8e52b8e105cb94a28c3b1357101318e998,constructs ordering index sets on the correct communicator for matrix subclasses.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-petsc-05,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/840,,,reports an unresolved preconditioned-solver result discrepancy.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-lapack-01,Reference-LAPACK/lapack,https://github.com/Reference-LAPACK/lapack/issues/826,3b4fea67ce31015e09d9a830e399ec598d224261,8b7f5106d4b9f4c0d68c6576da4625b8b142ac95,returns the requested eigenpair in the correct order for the two-by-two case.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-lapack-02,Reference-LAPACK/lapack,https://github.com/Reference-LAPACK/lapack/issues/379,799ef93faa5878aa8702f7cf9980cfc649cc39cc,9b24deea0a32a401f15025def2e9ba1c0871dc0d,preserves complex eigenvectors during row-major interface conversion.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-lapack-03,Reference-LAPACK/lapack,https://github.com/Reference-LAPACK/lapack/issues/151,,,reports an unresolved symmetric eigensolver accuracy discrepancy.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-deepxde-01,lululxvi/deepxde,https://github.com/lululxvi/deepxde/issues/2071,,,reports unresolved periodic-point coordinates for composed geometries.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-deepxde-02,lululxvi/deepxde,https://github.com/lululxvi/deepxde/issues/2073,,,reports unresolved boundary-condition losses when evaluation points differ.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-deepxde-03,lululxvi/deepxde,https://github.com/lululxvi/deepxde/issues/2074,,,reports unresolved cached boundary values when trainable values change.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-magma-01,icl-utk-edu/magma,,cab872dd25255b33b074f01cf10576647ee41c38,39cbc109a371446ef03d613f214f86cbd10ce223,changes the complex LQ factorisation update.,FAIL,PENDING,PASS,EXCLUDED,no public issue or equivalent tracker entry linked to the fix,
EXT-magma-02,icl-utk-edu/magma,,e20a6748d9e7067c0946036b9c6d5caa022051db,55c5b2b38f67897e8ca2f58ba46b7c4982cd4105,corrects the batched complex random-butterfly solve.,FAIL,PENDING,PASS,EXCLUDED,no public issue or equivalent tracker entry linked to the fix,
EXT-sundials-01,LLNL/sundials,https://github.com/LLNL/sundials/issues/702,fe37795322f0450b3f52224a880c3d99d30aa564,6be6202c97c72ace4bb9d62b58263484ee61d9b4,computes the inequality-constraint step reduction from the prior solution.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-sundials-02,LLNL/sundials,https://github.com/LLNL/sundials/pull/548,05f019f03b28129577cb723883b95d96743d559e,a5c62e6ed2f61985c91afdfe449f66c6da0d33d1,removes an error floor that overestimates early-step error and limits step growth.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-sundials-03,LLNL/sundials,https://github.com/LLNL/sundials/pull/888,09f8a3be90ef0fff3fe04e612dc178a43e3975cc,a7393b501a621b9caeca698485140b0e9bc63850,initialises quadrature history correctly after reinitialisation.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-sundials-04,LLNL/sundials,,178eae817c7a5338e5f572d3a62d8cb6b4728fce,3fe0bcddd2cb9b21160e9a2d7d0c657d0c2b0793,stores the correct step-start state for discrete-adjoint checkpoints.,FAIL,PENDING,PASS,EXCLUDED,no public issue or equivalent tracker entry linked to the fix,
EXT-graphblas-01,DrTimothyAldenDavis/GraphBLAS,https://github.com/DrTimothyAldenDavis/GraphBLAS/issues/244,0e26d20824f361aac4d42da53241c8ae0de1a5c8,ffaa21e82974709e4604497a63ba7e702f848afa,corrects sparse matrix multiplication in the affected saxpy kernels.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-freia-01,vislearn/FrEIA,https://github.com/vislearn/FrEIA/issues/140,0f100e008deda5c8521a4ba7014f0376ed5a0eb7,fa7b45d91710f9113bc000298b4a8e6aecdbcb23,uses the correct knots when evaluating the inverse spline direction.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-petsc-06,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/1583,,,reports an unresolved line-search convergence-status discrepancy.,FAIL,PENDING,FAIL,EXCLUDED,no identifiable merged public fix commit; the reported output is a convergence status rather than a float or few-float numerical result,
EXT-petsc-07,petsc/petsc,https://gitlab.com/petsc/petsc/-/issues/1667,,,reports an unresolved monitor and convergence-test ordering change.,FAIL,PENDING,FAIL,EXCLUDED,no identifiable merged public fix commit; the change is solver control flow rather than a numerical-kernel output,
EXT-sundials-05,LLNL/sundials,,6ec8edd5b6fbb20920bf514c82a46513278bd3d7,dd0fc3db066275dc0a5b383764894317d454f398,uses the correct scaling vector for an unscaled iterative linear solver with a mass matrix.,FAIL,PENDING,PASS,EXCLUDED,no public issue or equivalent tracker entry linked to the fix,
EXT-sundials-06,LLNL/sundials,,c134442c56df28b0ed95422df4f8f3f1a999ce4a,ecb58259a7ec2a42ba114e8b62c7187f9e44820c,updates the nonlinear residual norm only after a successful solve.,FAIL,PENDING,PASS,EXCLUDED,no public issue or equivalent tracker entry linked to the fix,
EXT-sundials-07,LLNL/sundials,https://github.com/LLNL/sundials/pull/763,b577f273a5704a8e32fa053061166689349fdfbe,5f5a8c3facdd413e54e02361afc47a2032091175,adds the missing scale to accumulated multirate error.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-sundials-08,LLNL/sundials,https://github.com/LLNL/sundials/pull/764,5f5a8c3facdd413e54e02361afc47a2032091175,49763f35da7bacd3a384b12ec46feb1f83422807,resets the acceleration depth for each nonlinear solve.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-sundials-09,LLNL/sundials,https://github.com/LLNL/sundials/pull/850,366172e3f51e1bd6e2e82ccb1e8d297a235b6a4e,a49c06c8ee90f9872f6d47fd3d6f5c8622cb3524,corrects the embedded coefficients of the affected integration method.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-lapack-04,Reference-LAPACK/lapack,https://www.netlib.org/lapack/bug_list.html,2491c9367a9c5e827a935679a4755387b348e159,6d3c6b3d719c4fa38f8321e398a8ab142c124f22,sorts the returned eigenvalues into ascending order for a single subproblem.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-trilinos-01,trilinos/Trilinos,https://github.com/trilinos/Trilinos/issues/7680,4209d0dd46e86c40d32d878b844ab86978c9280b,c7f0d9210b154e8f090d8c72363058885f7d674a,uses the correct reduced residual entry in the single-reduction conjugate-gradient solver.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-scipy-03,scipy/scipy,https://github.com/scipy/scipy/issues/5326,723f3c4e4e5e62b6290f99f9972d13382c00b28f,b127884e79ef5f10e0ba6d0ec58ebd6a799a8878,computes shape-preserving interpolation slopes according to the published formula.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-dealii-01,dealii/dealii,https://github.com/dealii/dealii/issues/3874,834e865e44ee273361dbdf11bbce986f6be78407,92a06f6229a1c242171d6a24f3eb2c7cdd2bbf6f,interpolates manifold support points from the correct surrounding points.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-sundials-10,LLNL/sundials,https://github.com/LLNL/sundials/issues/311,4e5de4c054c658adae5326e7d08d9f6ad570ca88,da23565f8240a78999e8c0e253afb8f3fab85b77,recognises first-same-as-last methods only when the final stage equals the output weights.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-scipy-04,scipy/scipy,https://github.com/scipy/scipy/issues/11186,5621f933e8434ebc6123dcb485e9836bf43e7be1,1caf2339491aa8a1f9d018d1b202228ea85b022c,computes the Pearson type-three distribution functions correctly for negative skew.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-boostmath-01,boostorg/math,https://github.com/boostorg/math/issues/184,75dcb3e3d560663be7e4e04dc4556d12fe54e348,03ea9c8d7dff1083facd134c8f641e006b68fdae,bounds root-finder jumps so interior skew-normal quantiles remain finite.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-gsl-01,ampl/gsl,https://www.mail-archive.com/bug-gsl@gnu.org/msg02964.html,,,reports an unresolved incomplete-gamma crossover error in the gamma distribution tail.,FAIL,PENDING,PASS,EXCLUDED,no merged public fix commit; the public patch was not accepted upstream,
EXT-scipy-05,scipy/scipy,https://github.com/scipy/scipy/issues/8692,2cc09f55687eef3343442387b6beec701ca79fd6,2ca8bfed3b8efe2e115102afe001ca0b2d459fd2,keeps hypergeometric log probabilities within their mathematical range.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-datainterpolations-01,SciML/DataInterpolations.jl,https://github.com/SciML/DataInterpolations.jl/issues/415,d188ecdc75f9e582d8f4b249f720243fc3827cdc,a5fae78c166d5f68111c2ff8de93188b5c77120e,clamps endpoint derivatives to preserve interpolation shape.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-castro-01,AMReX-Astro/Castro,https://github.com/AMReX-Astro/Castro/issues/3259,23c000f8bef236a3504cf4f6edeccfc69b462fbb,d9549c534d5311c7eb2de0b810f45510ef5cf644,scales the composition floor by density in the conserved state.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-scipy-06,scipy/scipy,https://github.com/scipy/scipy/issues/6401,59f326cdd05e09f57fa6abf29bf8386b9673d4fd,1e001d61b21d1ba0bd8226a21721c5b953580e65,returns zero rather than a non-finite value when an implicit sparse zero is divided by a stored nonzero.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-eigen-01,libeigen/eigen,https://gitlab.com/libeigen/eigen/-/issues/718,b1eca55328436f9778254c6bbc8852910a0d3d2a,7838fda82cfc49b40e8d3a615bb05711815b50e1,prevents cross-storage sparse iteration from returning an invalid element value.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-lapack-05,Reference-LAPACK/lapack,https://github.com/Reference-LAPACK/lapack/issues/729,,,reports unresolved corruption of untouched entries in row-major triangular copies.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-lammps-01,lammps/lammps,https://github.com/lammps/lammps/pull/4781,4376fa4bcc35f40d0534a5decaf983895956ac27,596e439c20624417e85493a7f8a993443b74288c,uses reversible integration for the documented shear-flow dynamics.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-rebound-01,hannorein/rebound,https://github.com/hannorein/rebound/issues/615,,,reports an unresolved simulation-state discrepancy after synchronisation.,FAIL,PENDING,PASS,EXCLUDED,no identifiable merged public fix commit,
EXT-ordinarydiffeq-01,SciML/OrdinaryDiffEq.jl,https://github.com/SciML/OrdinaryDiffEq.jl/issues/577,d3fff74d109b0dae1a09f941d25e3226bad7cde7,a1eb1a68fa181f19f4595d0b0102e879f460050a,updates the symplectic Euler state with the correct staged value.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
EXT-ordinarydiffeq-02,SciML/OrdinaryDiffEq.jl,https://github.com/SciML/OrdinaryDiffEq.jl/issues/1312,53126ab2f3ed38b829b68b5b4fa6108ad11720ff,8b4b1f2fc3077478ee2d69a4837f633877fb6b7d,applies symplectic updates correctly for arbitrary callable functions.,PASS,PENDING,PASS,ADMIT_PENDING_REPRO,,
